Date,AAPL,MSFT,GOOG,AMZN,NVDA
2016-12-28,26.91147804260254,38.60649871826172,38.96029281616211,56.66817092895508,2.69050669670105
2016-12-29,26.904565811157227,38.25749969482422,38.84812545776367,56.58720016479492,2.744194269180298
2016-12-30,26.69482421875,37.493499755859375,38.30371856689453,55.903472900390625,2.6286935806274414
2017-01-03,26.77088165283203,37.68349838256836,39.01438522338867,56.29931640625,2.512207508087158
2017-01-04,26.74091911315918,37.85900115966797,39.052101135253906,56.04740905761719,2.570819854736328
2017-01-05,26.876909255981445,39.022499084472656,39.40544891357422,56.04740905761719,2.5055582523345947
2017-01-06,27.17653465270996,39.79949951171875,40.00743865966797,56.53321838378906,2.539050579071045
2017-01-09,27.425457000732422,39.84600067138672,40.032249450683594,56.35329818725586,2.6419918537139893
2017-01-10,27.453126907348633,39.79499816894531,39.939945220947266,56.33529281616211,2.622044324874878
2017-01-11,27.600631713867188,39.95100021362305,40.09477996826172,56.84808349609375,2.589782238006592
2017-01-12,27.485389709472656,40.68199920654297,40.017860412597656,56.32630920410156,2.547423839569092
2017-01-13,27.436986923217773,40.856998443603516,40.09329605102539,56.40726089477539,2.5471770763397217
2017-01-17,27.65825653076172,40.486000061035156,39.93101119995117,56.254337310791016,2.4900424480438232
2017-01-18,27.655941009521484,40.374000549316406,40.00347137451172,56.22734069824219,2.5353572368621826
2017-01-19,27.607545852661133,40.45199966430664,39.81016159057617,56.04740905761719,2.589782238006592
2017-01-20,27.65825653076172,40.416500091552734,39.95135498046875,56.443267822265625,2.561460494995117
2017-01-23,27.67669105529785,40.89400100708008,40.66053771972656,56.641170501708984,2.5880587100982666
2017-01-24,27.651338577270508,41.12200164794922,40.886844635009766,57.144962310791016,2.6432230472564697
2017-01-25,28.091562271118164,41.82600021362305,41.472450256347656,57.28891372680664,2.6545517444610596
2017-01-26,28.105396270751953,41.95750045776367,41.297760009765625,57.819705963134766,2.7003583908081055
2017-01-27,28.107696533203125,41.78850173950195,40.859046936035156,59.17814636230469,2.7525672912597656
2017-01-30,28.033946990966797,41.51900100708008,39.81736373901367,58.59339904785156,2.70947003364563
2017-01-31,27.969404220581055,41.17399978637695,39.54291915893555,58.161563873291016,2.6887829303741455
2017-02-01,29.67499542236328,41.61750030517578,39.488582611083984,57.198951721191406,2.8062548637390137
2017-02-02,29.624290466308594,41.997501373291016,39.629268646240234,56.83010482788086,2.841717481613159
2017-02-03,29.75105094909668,40.5099983215332,39.77616882324219,57.28891372680664,2.8168444633483887
2017-02-06,30.029937744140625,40.38199996948242,39.76873016357422,57.252925872802734,2.8890020847320557
2017-02-07,30.315753936767578,40.625,40.048133850097656,57.06400680541992,2.9338223934173584
2017-02-08,30.433298110961914,40.98550033569336,40.11810302734375,56.98303985595703,2.9210169315338135
2017-02-09,30.653207778930664,41.06800079345703,40.17667007446289,57.63077163696289,2.866098403930664
2017-02-10,30.583765029907227,41.37300109863281,40.380638122558594,57.57679748535156,2.7981269359588623
2017-02-13,30.854589462280273,41.826499938964844,40.65706253051758,58.22454071044922,2.6690821647644043
2017-02-14,31.25506591796875,41.81949996948242,40.71710968017578,58.44176483154297,2.6789321899414062
2017-02-15,31.36849021911621,42.1349983215332,40.6441650390625,58.405555725097656,2.68435001373291
2017-02-16,31.331453323364258,42.207000732421875,40.9012336730957,58.396507263183594,2.6412525177001953
2017-02-17,31.417098999023438,42.253501892089844,41.095279693603516,58.48701858520508,2.640760660171509
2017-02-21,31.643966674804688,42.821998596191406,41.273441314697266,58.369354248046875,2.7353286743164062
2017-02-22,31.738872528076172,42.78049850463867,41.22877502441406,58.25167465209961,2.7311367988586426
2017-02-23,31.6046199798584,42.609500885009766,41.25706481933594,58.48701858520508,2.4778974056243896
2017-02-24,31.634708404541016,42.262001037597656,41.12356948852539,58.48701858520508,2.5018160343170166
2017-02-27,31.697208404541016,42.43199920654297,41.155330657958984,58.13404083251953,2.574557304382324
2017-02-28,31.711095809936523,42.25199890136719,40.85408401489258,57.907752990722656,2.5023083686828613
2017-03-01,32.3592529296875,42.65399932861328,41.451114654541016,58.776641845703125,2.534611225128174
2017-03-02,32.167118072509766,42.445499420166016,41.22232437133789,57.93490982055664,2.4411566257476807
2017-03-03,32.35693359375,42.49399948120117,41.14540100097656,58.15212631225586,2.4271016120910645
2017-03-06,32.25508117675781,42.330501556396484,41.08089065551758,58.17022705078125,2.4083619117736816
2017-03-07,32.29676055908203,42.30099868774414,41.28584671020508,58.28789138793945,2.4347457885742188
2017-03-08,32.17637634277344,42.525001525878906,41.45756530761719,58.8218879699707,2.4303066730499268
2017-03-09,32.102298736572266,42.650001525878906,41.62183380126953,58.58658218383789,2.4298136234283447
2017-03-10,32.208778381347656,42.62300109863281,41.84862518310547,58.76759338378906,2.444114923477173
